customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6557-BZXLQ,16,Yes,Month-to-month,No,Electronic check,69.65,1043.3,No
2550-QHZGP,7,Yes,One year,No,Mailed check,19.5,128.6,No
7519-JTWQH,69,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,No
2538-OIMXF,1,No,Month-to-month,No,Mailed check,24.7,24.7,No
8543-MSDMF,3,Yes,Month-to-month,Yes,Electronic check,77.4,206.15,No
9961-JBNMK,21,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,Yes
1170-SASML,69,Yes,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,No
4872-JCVCA,71,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8,No
5346-BZCHP,69,Yes,Two year,No,Mailed check,19.4,1346.2,No
2038-LLMLM,48,Yes,Month-to-month,Yes,Electronic check,103.85,4946.05,No
6173-ITPWD,47,Yes,Month-to-month,Yes,Bank transfer (automatic),83.35,4065,Yes
9734-UYXQI,2,Yes,Month-to-month,Yes,Electronic check,49.4,106.55,Yes
1216-BGTSP,45,Yes,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,No
4138-NAXED,51,Yes,Month-to-month,No,Bank transfer (automatic),81,4085.75,No
2189-UXTKY,22,Yes,Month-to-month,Yes,Electronic check,79.2,1742.75,Yes
0744-BIKKF,72,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,No
7483-IQWIB,37,Yes,Month-to-month,Yes,Electronic check,92.95,3415.25,No
5248-KWLAR,71,Yes,Two year,No,Electronic check,90.35,6325.25,No
4958-GZWIY,7,Yes,Month-to-month,No,Electronic check,48.7,340.25,Yes
7996-MHXLW,66,Yes,Two year,Yes,Credit card (automatic),25.15,1683.6,No
7833-PKIHD,51,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,No
7061-OVMIM,30,Yes,One year,No,Bank transfer (automatic),19.55,608.5,No
5153-RTHKF,34,Yes,Month-to-month,No,Electronic check,85.35,2896.6,No
1852-QSWCD,64,Yes,Two year,Yes,Mailed check,24.8,1514.85,No
4832-VRBMR,65,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,No
9079-LWTFD,47,Yes,Month-to-month,No,Mailed check,100.75,4669.2,No
6356-ELRKD,1,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,Yes
8624-GIOUT,49,Yes,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,Yes
3392-EHMNK,67,Yes,Two year,No,Credit card (automatic),94.1,6302.8,No
5986-WWXDV,39,Yes,One year,No,Bank transfer (automatic),19.35,779.2,No
3061-BCKYI,14,Yes,Month-to-month,No,Mailed check,19.9,283.75,No
6179-GJPSO,43,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Yes
7901-TBKJX,56,Yes,Month-to-month,Yes,Electronic check,101.05,5594,No
7228-PAQPD,14,Yes,One year,No,Credit card (automatic),59.1,772.85,No
3177-LASXD,1,Yes,Month-to-month,No,Electronic check,71.35,71.35,Yes
7746-QYVCO,16,Yes,One year,Yes,Mailed check,55.85,857.8,No
5804-HYIEZ,70,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,No
9919-FZDED,72,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,No
5934-TSSAU,23,Yes,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,No
3486-KHMLI,21,Yes,Month-to-month,No,Mailed check,24.7,467.15,No
4897-QSUYC,1,Yes,Month-to-month,Yes,Mailed check,20.15,20.15,Yes
1084-UQCHV,1,Yes,Month-to-month,No,Bank transfer (automatic),69.75,69.75,Yes
8290-YWKHZ,32,Yes,Month-to-month,Yes,Electronic check,93.2,2931,Yes
2955-BJZHG,17,Yes,Month-to-month,No,Electronic check,80.85,1400.85,Yes
3806-DXQOM,4,No,Month-to-month,Yes,Electronic check,33.65,137.85,Yes
6784-XYJAE,36,Yes,One year,No,Electronic check,55.8,1941.5,No
3933-DQPWX,50,No,Two year,No,Credit card (automatic),39.7,1932.75,No
6661-EIPZC,48,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,No
8957-THMOA,50,Yes,Two year,No,Credit card (automatic),20.15,970.85,No
2251-PYLPB,72,Yes,Two year,No,Credit card (automatic),79.55,5810.9,No
5555-RNPGT,10,Yes,Month-to-month,No,Credit card (automatic),24.8,223.9,No
1057-FOGLZ,18,Yes,Month-to-month,No,Mailed check,19.65,391.7,No
9300-RENDD,1,Yes,Month-to-month,Yes,Electronic check,79.95,79.95,Yes
0761-AETCS,1,Yes,Month-to-month,No,Electronic check,19.3,19.3,Yes
8087-LGYHQ,9,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,No
4137-BTIKL,2,Yes,Month-to-month,No,Mailed check,90.75,174.75,No
2190-BCXEC,40,Yes,Month-to-month,Yes,Credit card (automatic),78.85,3126.85,No
6227-FBDXH,69,Yes,One year,No,Bank transfer (automatic),99.5,6841.45,No
2153-MREFK,37,Yes,One year,Yes,Electronic check,99.2,3754.6,Yes
2911-WDXMV,18,Yes,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,No
7206-PQBBZ,11,Yes,Month-to-month,Yes,Electronic check,70.2,834.7,No
3106-ULWFW,8,Yes,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Yes
0925-VYDLG,3,Yes,Month-to-month,No,Electronic check,75.25,242,Yes
4547-FZJWE,55,Yes,One year,No,Credit card (automatic),59.45,3157,No
7422-WNBTY,33,Yes,Month-to-month,Yes,Electronic check,93.35,3092,No
0842-IWYCP,46,Yes,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,No
3521-HTQTV,34,Yes,Two year,No,Bank transfer (automatic),26.1,980.35,No
3744-ZBHON,3,Yes,Month-to-month,No,Electronic check,20.2,65.95,No
3373-DIUUN,30,Yes,Two year,No,Mailed check,21.25,711.9,No
8383-SGHJU,33,Yes,One year,No,Electronic check,59.4,1952.8,No
7607-QKKTJ,45,Yes,One year,Yes,Credit card (automatic),95,4368.85,No
7707-PYBBH,40,Yes,Month-to-month,Yes,Mailed check,61.9,2647.1,No
8984-HPEMB,71,Yes,Two year,Yes,Electronic check,118.65,8477.6,No
4349-GFQHK,1,Yes,Month-to-month,No,Electronic check,54.35,54.35,Yes
4139-DETXS,72,No,Two year,No,Bank transfer (automatic),64.45,4528,No
9779-DPNEJ,22,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,No
9805-FILKB,46,Yes,One year,Yes,Bank transfer (automatic),20.2,845.6,No
5793-YOLJN,55,Yes,Two year,No,Mailed check,21,1210.3,No
0673-IGUQO,1,Yes,Month-to-month,No,Mailed check,20.45,20.45,No
4123-FCVCB,12,Yes,One year,Yes,Mailed check,75.85,854.45,No
8819-IMISP,31,Yes,Month-to-month,Yes,Electronic check,80.45,2429.1,No
7802-EFKNY,5,No,Month-to-month,Yes,Electronic check,24.95,100.4,Yes
8311-UEUAB,67,Yes,Two year,Yes,Electronic check,75.5,5229.45,No
5858-EAFCZ,1,Yes,Month-to-month,No,Mailed check,44.45,44.45,No
8035-BUYVG,40,No,One year,Yes,Electronic check,42.35,1716.45,Yes
1163-ONYEY,41,Yes,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,No
9787-XVQIU,1,Yes,Month-to-month,Yes,Electronic check,75.3,75.3,Yes
8945-MUQUF,51,Yes,One year,Yes,Electronic check,94.8,4837.6,Yes
5656-MJEFC,42,No,Two year,No,Credit card (automatic),48.15,2032.3,No
6082-OQFBA,23,Yes,One year,No,Mailed check,19.65,436.9,No
8051-HJRLT,1,Yes,Month-to-month,Yes,Electronic check,70.55,70.55,Yes
8974-OVACP,1,Yes,Month-to-month,No,Mailed check,20.15,20.15,No
4010-YLMVT,56,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,No
1379-FRVEB,15,Yes,Month-to-month,Yes,Electronic check,91,1430.05,No
8612-GXIDD,12,Yes,Two year,Yes,Bank transfer (automatic),25.4,313,No
6288-CHQJB,54,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,No
8160-HOWOX,7,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,No
3023-GFLBR,33,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,Yes
6648-INWPS,16,Yes,Month-to-month,No,Electronic check,20.15,341.35,No
4223-BKEOR,21,Yes,One year,No,Mailed check,64.85,1336.8,No
4079-VTGLK,30,Yes,Two year,No,Electronic check,74.85,2181.75,No
1763-WQFUK,3,Yes,Month-to-month,Yes,Mailed check,50.5,147.75,No
1391-UBDAR,11,Yes,Month-to-month,No,Electronic check,72.9,818.45,No
8894-JVDCV,62,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,No
2023-VQFDL,18,Yes,Month-to-month,No,Electronic check,19,348.8,No
1345-GKDZZ,6,Yes,Month-to-month,No,Mailed check,19.55,128.6,No
2014-MKGMH,46,Yes,One year,Yes,Electronic check,101.1,4674.4,No
5628-FCGYG,21,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,No
2560-WBWXF,68,Yes,Two year,Yes,Bank transfer (automatic),24.15,1498.85,No
0248-IPDFW,1,Yes,Month-to-month,Yes,Electronic check,50.1,50.1,No
7978-DKUQH,25,Yes,Month-to-month,Yes,Electronic check,74.6,1797.75,No
4335-UPJSI,24,Yes,Two year,No,Mailed check,19.75,498.1,No
0524-IAVZO,30,Yes,Month-to-month,Yes,Electronic check,85,2624.25,Yes
2737-YNGYW,2,Yes,Month-to-month,No,Electronic check,80.55,184.1,Yes
1784-EZDKJ,51,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,No
9297-FVVDH,57,Yes,Two year,Yes,Electronic check,84.5,4845.4,No
8007-YYPWD,15,Yes,Two year,No,Bank transfer (automatic),25.05,369.1,No
7101-HRBLJ,72,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,No
5159-YFPKQ,2,Yes,Month-to-month,Yes,Electronic check,75.8,160.75,Yes
6635-CPNUN,28,Yes,Month-to-month,No,Credit card (automatic),96.6,2684.35,No
4021-RQSNY,29,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,Yes
5453-YBTWV,70,Yes,Two year,Yes,Credit card (automatic),101.1,6994.8,No
5039-LZRQT,13,Yes,One year,No,Mailed check,20.2,273.25,No
2931-VUVJN,59,Yes,One year,Yes,Electronic check,94.05,5483.9,No
9061-TIHDA,13,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,Yes
8699-ASUFO,7,Yes,Month-to-month,Yes,Mailed check,74.4,527.9,Yes
6418-PIQSP,62,Yes,Two year,No,Mailed check,81,4985.9,No
8220-OCUFY,21,Yes,One year,Yes,Electronic check,60.25,1258.35,No
3995-WFCSM,2,Yes,Month-to-month,No,Electronic check,60.85,111.4,No
1895-QTKDO,1,Yes,Month-to-month,No,Credit card (automatic),43.95,43.95,No
2038-OEQZH,4,Yes,Month-to-month,No,Electronic check,86.05,308.1,No
1178-PZGAB,19,Yes,One year,No,Credit card (automatic),20.25,383.65,No
7927-AUXBZ,30,Yes,Month-to-month,No,Electronic check,85.15,2555.9,Yes
2626-VEEWG,67,Yes,Two year,Yes,Credit card (automatic),19.4,1284.2,No
2878-RMWXY,72,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,No
1657-DYMBM,53,Yes,Two year,No,Credit card (automatic),19.9,1110.05,No
7311-MQJCH,5,Yes,One year,No,Electronic check,19.55,99.6,No
7375-WMVMT,71,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,No
1136-XGEQU,50,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,No
2530-FMFXO,56,Yes,Two year,Yes,Electronic check,103.2,5873.75,No
6844-DZKRF,2,Yes,Month-to-month,Yes,Credit card (automatic),50.2,109.25,No
4695-WJZUE,2,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,Yes
7619-ODSGN,24,Yes,Month-to-month,No,Electronic check,54.75,1338.15,Yes
5970-GHJAW,46,Yes,Two year,No,Credit card (automatic),19.95,862.4,No
8879-XUAHX,71,Yes,Two year,Yes,Electronic check,116.25,8564.75,No
3689-MOZGR,29,No,Month-to-month,Yes,Electronic check,31.2,926.2,No
4195-PNGZS,69,Yes,Two year,No,Bank transfer (automatic),24.45,1718.2,No
5003-XZWWO,71,Yes,Two year,No,Credit card (automatic),84.2,5956.85,No
3988-RQIXO,1,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,Yes
7622-FWGEW,56,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,No
6922-NCEDI,56,Yes,One year,Yes,Mailed check,21.2,1238.65,No
2514-GINMM,1,Yes,Month-to-month,Yes,Electronic check,79.5,79.5,Yes
9891-NQDBD,28,Yes,One year,No,Mailed check,25.55,672.2,No
6131-IUNXN,19,Yes,Month-to-month,No,Mailed check,20.2,382.2,No
8548-AWOFC,66,Yes,Month-to-month,No,Electronic check,63.85,4264.6,No
9798-DRYDS,17,Yes,One year,Yes,Mailed check,61.95,1070.7,No
8532-UEFWH,52,Yes,Two year,No,Mailed check,25.75,1345.85,No
6296-DDOOR,19,Yes,One year,No,Electronic check,58.2,1045.25,No
7951-VRDVK,36,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,No
5931-FLJJF,7,Yes,Month-to-month,Yes,Mailed check,70.1,467.55,Yes
4815-YOSUK,72,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,No
2659-VXMWZ,67,Yes,One year,Yes,Electronic check,111.3,7482.1,Yes
0380-NEAVX,34,Yes,One year,Yes,Electronic check,99.85,3343.15,No
3207-OYBWH,57,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Yes
4285-GYRQC,7,Yes,Month-to-month,Yes,Electronic check,86.25,587.1,Yes
7216-EWTRS,1,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,Yes
4365-MSDYN,8,Yes,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,No
7036-TYDEC,69,Yes,Two year,No,Electronic check,104,7028.5,No
5802-ADBRC,50,Yes,One year,Yes,Mailed check,104.4,5232.9,No
8076-FEZKJ,10,Yes,One year,No,Mailed check,19.5,225.85,No
5197-YPYBZ,12,Yes,Two year,No,Credit card (automatic),25.25,274.7,No
8337-MSSXB,14,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,Yes
4312-GVYNH,70,No,Two year,Yes,Bank transfer (automatic),49.85,3370.2,No
8495-LJDFO,64,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,No
0839-JTCUD,66,Yes,Two year,No,Credit card (automatic),89.9,5958.85,No
5494-WOZRZ,71,Yes,Two year,Yes,Credit card (automatic),82,5999.85,No
1302-UHBDD,20,Yes,Month-to-month,No,Electronic check,89.95,1648.45,No
2234-EOFPT,72,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,No
8619-IJNDK,71,Yes,Two year,No,Credit card (automatic),64.05,4492.9,No
8378-LKJAF,38,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,No
8182-BJDSI,28,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,Yes
2528-HFYZX,17,Yes,Month-to-month,Yes,Electronic check,76.45,1233.4,Yes
1153-GNOLC,33,No,One year,Yes,Electronic check,39.1,1309,No
3298-QEICA,23,No,Two year,No,Mailed check,34.6,813.45,No
0788-DXBFY,58,Yes,One year,Yes,Electronic check,19.55,1108.8,No
3597-YASZG,70,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,No
3496-LFSZU,4,Yes,Month-to-month,No,Electronic check,70.5,294.2,No
5242-UOWHD,45,Yes,Two year,No,Mailed check,20.35,929.2,No
2482-CZGBB,10,Yes,Month-to-month,Yes,Electronic check,70,740,Yes
6479-SZPLM,36,Yes,Two year,No,Credit card (automatic),19.45,754.5,No
8097-VBQTZ,54,Yes,Month-to-month,Yes,Mailed check,69.9,3883.3,No
4500-HKANN,23,Yes,Two year,No,Mailed check,59.7,1414.2,No
9917-KWRBE,41,Yes,One year,Yes,Credit card (automatic),78.35,3211.2,No
3420-ZDBMA,5,Yes,Month-to-month,Yes,Mailed check,71.45,371.6,No
2212-LYASK,27,No,One year,Yes,Credit card (automatic),45.85,1246.4,No
1393-IMKZG,1,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,No
8069-RHUXK,67,No,Two year,No,Credit card (automatic),35.7,2545.7,No
3398-GCPMU,72,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,No
2908-WGAXL,56,Yes,Two year,Yes,Credit card (automatic),24.95,1468.9,No
3378-AJRAO,44,Yes,One year,No,Electronic check,24.85,1013.6,No
1013-QCWAM,66,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,No
0866-QLSIR,34,Yes,One year,Yes,Mailed check,64.4,2088.75,Yes
6050-FFXES,69,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,No
7181-BQYBV,1,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,Yes
0362-RAOQO,40,Yes,Two year,No,Credit card (automatic),19.65,830.25,No
9554-DFKIC,30,Yes,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,No
5527-ACHSO,11,Yes,Month-to-month,No,Mailed check,70.5,829.3,No
0829-DDVLK,15,Yes,One year,No,Credit card (automatic),20.1,302.45,No
1399-UBQIU,11,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,No
1813-JLKWR,64,Yes,One year,No,Bank transfer (automatic),19.8,1336.65,No
0336-PIKEI,72,Yes,Two year,No,Bank transfer (automatic),74.4,5360.75,No
7322-OCWHC,72,Yes,Two year,Yes,Bank transfer (automatic),93.05,6735.05,No
9537-VHDTA,1,Yes,Month-to-month,No,Mailed check,51.2,51.2,No
4957-TIALW,15,Yes,One year,No,Credit card (automatic),65.6,1010,No
2054-PJOCK,60,Yes,One year,No,Credit card (automatic),80.55,4847.05,No
9150-HEPMB,56,Yes,One year,No,Mailed check,52.7,3019.7,No
9030-QGZNL,8,Yes,Two year,No,Mailed check,20.85,161.65,No
6204-IEUXJ,3,Yes,Month-to-month,No,Credit card (automatic),80.1,217.55,Yes
3126-WQMGH,49,Yes,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,No
4529-CKBCL,2,Yes,Month-to-month,Yes,Electronic check,80.2,146.05,Yes
2506-CLAKW,6,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Yes
7176-WRTNX,70,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,No
1583-IHQZE,12,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,Yes
5732-IKGQH,52,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,No
9239-GZHZE,72,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,No
7205-BAIAD,40,Yes,Two year,Yes,Bank transfer (automatic),20.6,827.3,No
0151-ONTOV,1,Yes,Month-to-month,No,Mailed check,70.9,70.9,Yes
4140-MUHUG,3,Yes,Month-to-month,Yes,Electronic check,86.85,220.95,Yes
0093-EXYQL,40,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,No
8064-RAVOH,1,Yes,Month-to-month,Yes,Electronic check,49.85,49.85,No
0219-QAERP,30,Yes,One year,No,Credit card (automatic),19.8,576.65,No
0320-JDNQG,23,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,Yes
7180-PISOG,1,Yes,Month-to-month,Yes,Electronic check,74.5,74.5,Yes
9168-INPSZ,44,Yes,Month-to-month,No,Electronic check,104.15,4495.65,No
3571-RFHAR,65,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,Yes
0015-UOCOJ,7,Yes,Month-to-month,Yes,Electronic check,48.2,340.35,No
5334-AFQJB,72,Yes,Two year,Yes,Credit card (automatic),25.1,1789.9,No
2754-SDJRD,8,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,No
9578-VRMNM,16,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,Yes
1587-FKLZB,66,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Yes
6140-QNRQQ,1,Yes,Month-to-month,Yes,Mailed check,71.55,71.55,Yes
8963-JLGJT,3,Yes,Month-to-month,No,Mailed check,55.9,157.55,No
4307-KTUMW,53,Yes,Month-to-month,No,Electronic check,93.9,5029.2,Yes
1465-LNTLJ,8,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,No
5440-FLBQG,69,Yes,Two year,Yes,Bank transfer (automatic),108.4,7318.2,Yes
2135-DQWAQ,5,Yes,Month-to-month,Yes,Mailed check,85.3,420.45,No
4056-QHXHZ,72,Yes,Two year,No,Mailed check,107.45,7576.7,No
7470-MCQTK,13,No,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,Yes
7488-MXJIV,4,Yes,Month-to-month,Yes,Electronic check,85.65,321.65,Yes
7401-JIXNM,54,Yes,Two year,No,Credit card (automatic),91.3,4965,No
9339-FIIJL,72,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,No
2027-FECZV,12,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,Yes
2672-DZUOY,1,No,Month-to-month,Yes,Electronic check,25.15,25.15,Yes
4706-DGAHW,1,Yes,Month-to-month,No,Electronic check,45.2,45.2,No
3870-MQAMG,54,Yes,One year,No,Electronic check,110.35,5893.15,Yes
6670-MFRPK,69,Yes,Two year,Yes,Credit card (automatic),79.2,5420.65,No
6177-PEVRA,48,Yes,Two year,No,Credit card (automatic),55.5,2627.35,No
4800-CZMPC,48,Yes,One year,Yes,Credit card (automatic),103.25,5037.55,Yes
4813-HQMGZ,8,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,No
7579-KKLOE,71,Yes,Two year,Yes,Mailed check,91.25,6589.6,No
7377-DMMRI,2,Yes,Month-to-month,Yes,Electronic check,47.8,92.45,Yes
8402-EIVQS,67,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,No
4947-DSMXK,34,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410,No
7245-NIIWQ,3,Yes,Month-to-month,Yes,Electronic check,69.85,199.85,No
0002-ORFBO,9,Yes,One year,Yes,Mailed check,65.6,593.3,No
3324-OIRTO,71,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,No
5414-OFQCB,57,Yes,Two year,Yes,Credit card (automatic),90.45,5229.8,No
4967-WPNCF,72,No,Two year,Yes,Bank transfer (automatic),63.7,4464.8,No
8552-OBVRU,48,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,No
8499-BRXTD,18,Yes,One year,No,Mailed check,20.1,401.85,No
9154-QDGTH,43,Yes,One year,Yes,Credit card (automatic),104.3,4451.85,No
8197-BFWVU,72,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,No
2577-GVSIL,35,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,No
9367-OIUXP,4,Yes,Month-to-month,No,Mailed check,20.7,73.05,No
6770-UAYGJ,49,Yes,Two year,No,Mailed check,25.25,1211.65,No
6463-HHXJR,71,Yes,Two year,No,Bank transfer (automatic),100.5,7030.65,No
7928-VJYAB,11,Yes,Month-to-month,No,Electronic check,90.6,1020.2,No
1187-WILMM,63,Yes,Two year,Yes,Credit card (automatic),89.4,5597.65,No
9776-OJUZI,65,Yes,Month-to-month,Yes,Bank transfer (automatic),95.45,6223.3,No
1306-RPWXZ,49,Yes,Two year,No,Credit card (automatic),20.45,1024.65,No
8949-JTMAY,29,Yes,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,Yes
2774-LVQUS,15,Yes,Month-to-month,Yes,Electronic check,83.05,1258.3,Yes
3097-PYWXL,4,Yes,Month-to-month,Yes,Electronic check,19.95,82.9,No
2266-SJNAT,72,Yes,One year,No,Credit card (automatic),109.15,7789.6,No
0869-PAPRP,26,Yes,Month-to-month,Yes,Credit card (automatic),85.7,2067,No
4238-JSSWH,35,Yes,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,No
2972-YDYUW,57,Yes,One year,No,Electronic check,94.7,5468.95,No
1104-FEJAM,28,Yes,Month-to-month,No,Electronic check,64.4,1802.15,No
2809-ILCYT,25,Yes,One year,Yes,Mailed check,26.8,733.55,No
5499-ECUTN,47,Yes,One year,Yes,Credit card (automatic),66.05,3021.45,No
4981-FLTMF,57,Yes,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,No
9121-PHQSR,16,Yes,Month-to-month,Yes,Credit card (automatic),85.05,1391.15,No
3113-IWHLC,5,Yes,Month-to-month,Yes,Mailed check,55.8,274.35,No
3211-ILJTT,17,Yes,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05,Yes
4612-THJBS,56,Yes,One year,Yes,Bank transfer (automatic),104.75,5510.65,Yes
4277-BWBML,72,Yes,Two year,No,Bank transfer (automatic),19.95,1322.85,No
4094-NSEDU,21,Yes,Month-to-month,Yes,Electronic check,94.25,1973.75,Yes
0234-TEVTT,48,No,One year,No,Credit card (automatic),45,2196.3,No
4304-TSPVK,68,Yes,Two year,No,Bank transfer (automatic),114.9,7843.55,No
1552-AAGRX,30,Yes,Month-to-month,No,Bank transfer (automatic),106.4,3211.9,No
2637-FKFSY,3,Yes,Month-to-month,Yes,Mailed check,46.1,130.15,No
9796-MVYXX,14,No,Two year,No,Mailed check,39.7,692.35,No
7874-ECPQJ,4,Yes,Month-to-month,Yes,Bank transfer (automatic),20.05,85.5,No
0020-INWCK,71,Yes,Two year,Yes,Credit card (automatic),95.75,6849.4,No
7089-RKVSZ,8,Yes,One year,No,Mailed check,24.4,203.95,No
2683-JXWQQ,61,No,Month-to-month,No,Bank transfer (automatic),33.6,2117.2,No
9548-ZMVTX,72,Yes,Two year,No,Bank transfer (automatic),90.45,6565.85,No
8739-XNIKG,5,Yes,Month-to-month,Yes,Electronic check,84,424.75,No
9755-JHNMN,49,Yes,Two year,No,Bank transfer (automatic),67.4,3306.85,No
3981-QSVQI,8,Yes,Month-to-month,Yes,Bank transfer (automatic),19.7,168.9,No
2789-HQBOU,3,Yes,Month-to-month,Yes,Electronic check,80.35,253.8,No
9424-CMPOG,9,Yes,Two year,No,Mailed check,19.6,197.4,No
5067-WJEUN,67,Yes,Two year,Yes,Bank transfer (automatic),54.2,3838.2,No
3450-WXOAT,46,Yes,Month-to-month,Yes,Credit card (automatic),45.2,2065.15,No
9251-WNSOD,67,Yes,One year,No,Mailed check,75.1,5064.45,No
6974-DAFLI,55,Yes,One year,No,Electronic check,19.7,1140.05,No
2616-UUTFK,33,Yes,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.45,No
7064-JHXCE,62,Yes,Two year,No,Credit card (automatic),20.05,1263.9,No
5103-MHMHY,1,Yes,Month-to-month,No,Mailed check,45.95,45.95,Yes
7989-AWGEH,49,No,Month-to-month,Yes,Electronic check,39.2,1838.15,No
4373-VVHQL,1,Yes,Month-to-month,Yes,Electronic check,44.75,44.75,No
4559-UWIHT,14,Yes,Month-to-month,Yes,Electronic check,82.65,1185,No
7268-IGMFD,18,Yes,Month-to-month,No,Bank transfer (automatic),93.9,1743.9,No
1846-XWOQN,1,Yes,Month-to-month,Yes,Electronic check,70.15,70.15,Yes
0235-KGSLC,1,Yes,Month-to-month,Yes,Credit card (automatic),85.55,85.55,Yes
